Time_hr	Pwf_psi	Delta_P_psi	Phase
1137	4470.057609	29.94239098	Buildup
1138	4470.063116	29.93688366	Buildup
1139	4470.068594	29.93140569	Buildup
1140	4470.074043	29.92595692	Buildup
1141	4470.079463	29.92053717	Buildup
1142	4470.084854	29.9151463	Buildup
1143	4470.090216	29.90978414	Buildup
1144	4470.095549	29.90445053	Buildup
1145	4470.100855	29.89914531	Buildup
1146	4470.106132	29.89386833	Buildup
1147	4470.111381	29.88861942	Buildup
1148	4470.116602	29.88339844	Buildup
1149	4470.121795	29.87820523	Buildup
1150	4470.12696	29.87303963	Buildup
1151	4470.132099	29.86790149	Buildup
1152	4470.137209	29.86279066	Buildup
1153	4470.142293	29.85770699	Buildup
1154	4470.14735	29.85265033	Buildup
1155	4470.152379	29.84762053	Buildup
1156	4470.157383	29.84261744	Buildup
1157	4470.162359	29.83764091	Buildup
1158	4470.167309	29.8326908	Buildup
1159	4470.172233	29.82776696	Buildup
1160	4470.177131	29.82286925	Buildup
1161	4470.182002	29.81799752	Buildup
1162	4470.186848	29.81315162	Buildup
1163	4470.191669	29.80833143	Buildup
1164	4470.196463	29.80353679	Buildup
1165	4470.201232	29.79876756	Buildup
1166	4470.205976	29.7940236	Buildup
1167	4470.210695	29.78930478	Buildup
1168	4470.215389	29.78461096	Buildup
1169	4470.220058	29.779942	Buildup
1170	4470.224702	29.77529775	Buildup
1171	4470.229322	29.7706781	Buildup
1172	4470.233917	29.76608289	Buildup
1173	4470.238488	29.76151201	Buildup
1174	4470.243035	29.75696531	Buildup
1175	4470.247557	29.75244265	Buildup
1176	4470.252056	29.74794392	Buildup
1177	4470.256531	29.74346897	Buildup
1178	4470.260982	29.73901768	Buildup
1179	4470.26541	29.73458992	Buildup
1180	4470.269814	29.73018556	Buildup
1181	4470.274196	29.72580447	Buildup
1182	4470.278553	29.72144652	Buildup
1183	4470.282888	29.71711159	Buildup
1184	4470.2872	29.71279954	Buildup
1185	4470.29149	29.70851027	Buildup
1186	4470.295756	29.70424363	Buildup
1187	4470.3	29.69999951	Buildup
1188	4470.304222	29.69577778	Buildup
1188.046282	4470.304417	29.69558293	Buildup
1189	4470.308422	29.69157833	Buildup
1190	4470.312599	29.68740102	Buildup
1191	4470.316754	29.68324574	Buildup
1192	4470.320888	29.67911238	Buildup
1193	4470.324999	29.6750008	Buildup
1194	4470.329089	29.67091089	Buildup
1195	4470.333157	29.66684253	Buildup
1196	4470.337204	29.66279561	Buildup
1197	4470.34123	29.65877001	Buildup
1198	4470.345234	29.6547656	Buildup
1199	4470.349218	29.65078229	Buildup
1200	4470.35318	29.64681994	Buildup
1201	4470.357122	29.64287845	Buildup
1202	4470.361042	29.63895771	Buildup
1203	4470.364942	29.6350576	Buildup
1204	4470.368822	29.631178	Buildup
1205	4470.372681	29.62731882	Buildup
1206	4470.37652	29.62347993	Buildup
1207	4470.380339	29.61966122	Buildup
1208	4470.384137	29.6158626	Buildup
1209	4470.387916	29.61208394	Buildup
1210	4470.391675	29.60832514	Buildup
1211	4470.395414	29.60458609	Buildup
1212	4470.399133	29.60086668	Buildup
1213	4470.402833	29.59716682	Buildup
1214	4470.406514	29.59348638	Buildup
1215	4470.410175	29.58982528	Buildup
1216	4470.413817	29.58618339	Buildup
1217	4470.417439	29.58256063	Buildup
1218	4470.421043	29.57895687	Buildup
1219	4470.424628	29.57537203	Buildup
1220	4470.428194	29.571806	Buildup
1221	4470.431741	29.56825868	Buildup
1222	4470.43527	29.56472996	Buildup
1223	4470.43878	29.56121975	Buildup
1224	4470.442272	29.55772795	Buildup
1225	4470.445746	29.55425445	Buildup
1226	4470.449201	29.55079916	Buildup
1227	4470.452638	29.54736198	Buildup
1228	4470.456057	29.54394281	Buildup
1229	4470.459458	29.54054156	Buildup
1230	4470.462842	29.53715813	Buildup
1231	4470.466208	29.53379241	Buildup
1232	4470.469556	29.53044433	Buildup
1233	4470.472886	29.52711377	Buildup
1234	4470.476199	29.52380066	Buildup
1235	4470.479495	29.52050488	Buildup
1236	4470.482774	29.51722636	Buildup
1237	4470.486035	29.51396499	Buildup
1238	4470.489279	29.51072069	Buildup
1239	4470.492507	29.50749336	Buildup
1240	4470.495717	29.50428292	Buildup
1241	4470.498911	29.50108926	Buildup
1242	4470.502088	29.49791231	Buildup
1243	4470.505248	29.49475197	Buildup
1244	4470.508392	29.49160815	Buildup
1245	4470.511519	29.48848077	Buildup
1246	4470.51463	29.48536973	Buildup
1247	4470.517725	29.48227494	Buildup
1248	4470.520804	29.47919633	Buildup
1249	4470.523866	29.4761338	Buildup
1250	4470.526913	29.47308727	Buildup
1251	4470.529943	29.47005665	Buildup
1252	4470.532958	29.46704186	Buildup
1253	4470.535957	29.46404281	Buildup
1254	4470.538941	29.46105942	Buildup
1255	4470.541908	29.4580916	Buildup
1256	4470.544861	29.45513928	Buildup
1257	4470.547798	29.45220236	Buildup
1258	4470.550719	29.44928077	Buildup
1259	4470.553626	29.44637442	Buildup
1260	4470.556517	29.44348323	Buildup
1261	4470.559393	29.44060712	Buildup
1262	4470.562254	29.43774602	Buildup
1263	4470.5651	29.43489983	Buildup
1264	4470.567932	29.43206849	Buildup
1265	4470.570748	29.42925191	Buildup
1266	4470.57355	29.42645001	Buildup
1267	4470.576337	29.42366272	Buildup
1268	4470.57911	29.42088995	Buildup
1269	4470.581868	29.41813163	Buildup
1270	4470.584612	29.41538769	Buildup
1271	4470.587342	29.41265804	Buildup
1272	4470.590057	29.40994261	Buildup
1273	4470.592759	29.40724133	Buildup
1274	4470.595446	29.40455411	Buildup
1275	4470.598119	29.40188089	Buildup
1276	4470.600778	29.39922159	Buildup
1277	4470.603424	29.39657614	Buildup
1278	4470.606056	29.39394445	Buildup
1279	4470.608674	29.39132647	Buildup
1280	4470.611278	29.38872211	Buildup
1281	4470.613869	29.38613131	Buildup
1282	4470.616446	29.38355399	Buildup
1283	4470.61901	29.38099007	Buildup
1284	4470.62156	29.3784395	Buildup
1285	4470.624098	29.3759022	Buildup
1286	4470.626622	29.3733781	Buildup
1287	4470.629133	29.37086712	Buildup
1288	4470.631631	29.3683692	Buildup
1289	4470.634116	29.36588427	Buildup
1290	4470.636588	29.36341226	Buildup
1291	4470.639047	29.36095311	Buildup
1292	4470.641493	29.35850674	Buildup
1293	4470.643927	29.35607308	Buildup
1294	4470.646348	29.35365208	Buildup
1295	4470.648756	29.35124365	Buildup
1296	4470.651152	29.34884775	Buildup
1297	4470.653536	29.34646429	Buildup
1298	4470.655907	29.34409322	Buildup
1299	4470.658266	29.34173446	Buildup
1300	4470.660612	29.33938796	Buildup
1301	4470.662946	29.33705365	Buildup
1302	4470.665269	29.33473146	Buildup
1303	4470.667579	29.33242133	Buildup
1304	4470.669877	29.3301232	Buildup
1305	4470.672163	29.327837	Buildup
1306	4470.674437	29.32556268	Buildup
1307	4470.6767	29.32330016	Buildup
1308	4470.678951	29.32104939	Buildup
1309	4470.68119	29.3188103	Buildup
1310	4470.683417	29.31658284	Buildup
1311	4470.685633	29.31436693	Buildup
1312	4470.687837	29.31216253	Buildup
1313	4470.69003	29.30996956	Buildup
1314	4470.692212	29.30778798	Buildup
1315	4470.694382	29.30561771	Buildup
1316	4470.696541	29.30345871	Buildup
1317	4470.698689	29.30131091	Buildup
1318	4470.700826	29.29917425	Buildup
1319	4470.702951	29.29704867	Buildup
1320	4470.705066	29.29493412	Buildup
1321	4470.707169	29.29283053	Buildup
1322	4470.709262	29.29073786	Buildup
1323	4470.711344	29.28865604	Buildup
1324	4470.713415	29.28658501	Buildup
1325	4470.715475	29.28452473	Buildup
1326	4470.717525	29.28247513	Buildup
1327	4470.719564	29.28043615	Buildup
1328	4470.721592	29.27840774	Buildup
1329	4470.72361	29.27638985	Buildup
1330	4470.725618	29.27438243	Buildup
1331	4470.727615	29.2723854	Buildup
1332	4470.729601	29.27039873	Buildup
1333	4470.731578	29.26842236	Buildup
1334	4470.733544	29.26645623	Buildup
1335	4470.7355	29.26450029	Buildup
1336	4470.737446	29.26255449	Buildup
1337	4470.739381	29.26061876	Buildup
1338	4470.741307	29.25869307	Buildup
1339	4470.743223	29.25677736	Buildup
1340	4470.745128	29.25487158	Buildup
1341	4470.747024	29.25297567	Buildup
1342	4470.74891	29.25108958	Buildup
1343	4470.750787	29.24921326	Buildup
1344	4470.752653	29.24734667	Buildup
1345	4470.75451	29.24548974	Buildup
1346	4470.756358	29.24364243	Buildup
1347	4470.758195	29.2418047	Buildup
1348	4470.760024	29.23997648	Buildup
1349	4470.761842	29.23815773	Buildup
1350	4470.763652	29.2363484	Buildup
1351	4470.765452	29.23454844	Buildup
1352	4470.767242	29.23275781	Buildup
1353	4470.769024	29.23097645	Buildup
1354	4470.770796	29.22920431	Buildup
1355	4470.772559	29.22744136	Buildup
1356	4470.774312	29.22568753	Buildup
1357	4470.776057	29.22394278	Buildup
1358	4470.777793	29.22220707	Buildup
1359	4470.77952	29.22048035	Buildup
1360	4470.781237	29.21876257	Buildup
1361	4470.782946	29.21705368	Buildup
1362	4470.784646	29.21535365	Buildup
1363	4470.786338	29.21366241	Buildup
1364	4470.78802	29.21197993	Buildup
1365	4470.789694	29.21030617	Buildup
1366	4470.791359	29.20864107	Buildup
1367	4470.793015	29.20698459	Buildup
1368	4470.794663	29.20533669	Buildup
1369	4470.796303	29.20369732	Buildup
1370	4470.797934	29.20206643	Buildup
1371	4470.799556	29.200444	Buildup
1372	4470.80117	29.19882996	Buildup
1373	4470.802776	29.19722428	Buildup
1374	4470.804373	29.19562691	Buildup
1375	4470.805962	29.19403781	Buildup
1376	4470.807543	29.19245694	Buildup
1377	4470.809116	29.19088425	Buildup
1378	4470.81068	29.18931971	Buildup
1379	4470.812237	29.18776327	Buildup
1380	4470.813785	29.18621488	Buildup
1381	4470.815325	29.18467451	Buildup
1382	4470.816858	29.18314212	Buildup
1383	4470.818382	29.18161766	Buildup
1384	4470.819899	29.18010109	Buildup
1385	4470.821408	29.17859238	Buildup
1386	4470.822909	29.17709148	Buildup
1387	4470.824402	29.17559835	Buildup
1388	4470.825887	29.17411295	Buildup
1389	4470.827365	29.17263524	Buildup
1390	4470.828835	29.17116518	Buildup
1391	4470.830297	29.16970274	Buildup
1392	4470.831752	29.16824786	Buildup
1393	4470.833199	29.16680053	Buildup
1394	4470.834639	29.16536068	Buildup
1395	4470.836072	29.16392829	Buildup
1396	4470.837497	29.16250332	Buildup
1397	4470.838914	29.16108573	Buildup
1398	4470.840325	29.15967549	Buildup
1399	4470.841727	29.15827254	Buildup
1400	4470.843123	29.15687686	Buildup
