# Isochronal Gas Well Test - TOSCA 7-2
  17.70        1400.0          2264.50     
  17.80        1400.0          2264.52     
  17.90        1400.0          2264.53     
  18.00        1400.0          2264.54     
  18.10        1400.0          2264.55     
  18.20        1400.0          2264.56     
  18.30        1400.0          2264.56     
  18.40        1400.0          2264.56     
  18.50        1400.0          2264.56     
  18.60        1400.0          2264.55     
  18.70        1400.0          2264.54     
  18.80        1400.0          2264.53     
  18.90        1400.0          2264.52     
  19.00        1400.0          2264.51     
  19.10        1400.0          2264.49     
  19.20        1400.0          2264.48     
  19.30        1400.0          2264.46     
  19.40        1400.0          2264.44     
  19.50        1400.0          2264.42     
  19.60        1400.0          2264.40     
  19.70        1400.0          2264.37     
  19.80        1400.0          2264.35     
  19.90        1400.0          2264.33     
  20.00        1400.0          2264.30     
  20.10        1400.0          2264.27     
  20.20        1400.0          2264.24     
  20.30        1400.0          2264.22     
  20.40        1400.0          2264.19     
  20.50        1400.0          2264.16     
  20.60        1400.0          2264.13     
  20.70        1400.0          2264.10     
  20.80        1400.0          2264.06     
  20.90        1400.0          2264.03     
  21.00        1400.0          2264.00     
  21.10        1400.0          2263.97     
  21.20        1400.0          2263.93     
  21.30        1400.0          2263.90     
  21.40        1400.0          2263.86     
  21.50        1400.0          2263.83     
  21.60        1400.0          2263.79     
  21.70        1400.0          2263.76     
  21.80        1400.0          2263.72     
  21.90        1400.0          2263.69     
  22.00        1400.0          2263.65     
  22.10        1400.0          2263.62     
  22.20        1400.0          2263.58     
  22.30        1400.0          2263.54     
  22.40        1400.0          2263.50     
  22.50        1400.0          2263.47     
  22.60        1400.0          2263.43     
  22.70        1400.0          2263.39     
  22.80        1400.0          2263.36     
  22.90        1400.0          2263.32     
  23.00        1400.0          2263.28     
  23.10        1400.0          2263.24     
  23.20        1400.0          2263.20     
  23.30        1400.0          2263.17     
  23.40        1400.0          2263.13     
  23.50        1400.0          2263.09     
  23.60        1400.0          2263.05     
  23.70        1400.0          2263.01     
  23.80        1400.0          2262.97     
  23.90        1400.0          2262.94     
  24.00        1400.0          2262.90     
  24.10        1400.0          2262.86     
  24.20        1400.0          2262.82     
  24.30        1400.0          2262.78     
  24.40        1400.0          2262.74     
  24.50        1400.0          2262.70     
  24.60        1400.0          2262.67     
  24.70        1400.0          2262.63     
  24.80        1400.0          2262.59     
  24.90        1400.0          2262.55     
  25.00        1400.0          2262.51     
  25.10        1400.0          2262.47     
  25.20        1400.0          2262.43     
  25.30        1400.0          2262.40     
  25.40        1400.0          2262.36     
  25.50        1400.0          2262.32     
  25.60        1400.0          2262.28     
  25.70        1400.0          2262.24     
  25.80        1400.0          2262.20     
  25.90        1400.0          2262.16     
  26.00        1400.0          2262.13     
  26.10        1400.0          2262.09     
  26.20        1400.0          2262.05     
  26.30        1400.0          2262.01     
  26.40        1400.0          2261.97     
  26.50        1400.0          2261.94     
  26.60        1400.0          2261.90     
  26.70        1400.0          2261.86     
  26.80        1400.0          2261.82     
  26.90        1400.0          2261.78     
  27.00        1400.0          2261.75     
  27.10        1400.0          2261.71     
  27.20        1400.0          2261.67     
  27.30        1400.0          2261.63     
  27.40        1400.0          2261.60     
  27.50        1400.0          2261.56     
  27.60        1400.0          2261.52     
  27.70        1400.0          2261.48     
  27.80        1400.0          2261.45     
  27.90        1400.0          2261.41     
  28.00        1400.0          2261.37     
  28.10        1400.0          2261.34     
  28.20        1400.0          2261.30     
  28.30        1400.0          2261.26     
  28.40        1400.0          2261.23     
  28.50        1400.0          2261.19     
  28.60        1400.0          2261.15     
  28.70        1400.0          2261.12     
  28.80        1400.0          2261.08     
  28.90        1400.0          2261.04     
  29.00        1400.0          2261.01     
  29.10        1400.0          2260.97     
  29.20        1400.0          2260.94     
  29.30        1400.0          2260.90     
  29.40        1400.0          2260.86     
  29.50        1400.0          2260.83     
  29.60        1400.0          2260.79     
  29.70        1400.0          2260.76     
  29.80        1400.0          2260.72     
  29.90        1400.0          2260.69     
  30.00        1400.0          2260.65     
  30.10        1400.0          2260.61     
  30.20        1400.0          2260.58     
  30.30        1400.0          2260.54     
  30.40        1400.0          2260.51     
  30.50        1400.0          2260.47     
  30.60        1400.0          2260.44     
  30.70        1400.0          2260.40     
  30.80        1400.0          2260.37     
  30.90        1400.0          2260.34     
  31.00        1400.0          2260.30     
  31.10        1400.0          2260.27     
  31.20        1400.0          2260.23     
  31.30        1400.0          2260.20     
  31.40        1400.0          2260.16     
  31.50        1400.0          2260.13     
  31.60        1400.0          2260.10     
  31.70        1400.0          2260.06     
  31.80        1400.0          2260.03     
  31.90        1400.0          2259.99     
  32.00        1400.0          2259.96     
  32.10        1400.0          2259.93     
  32.20        1400.0          2259.89     
  32.30        1400.0          2259.86     
  32.40        1400.0          2259.83     
  32.50        1400.0          2259.79     
  32.60        1400.0          2259.76     
  32.70        1400.0          2259.73     
  32.80        1400.0          2259.69     
  32.90        1400.0          2259.66     
  33.00        1400.0          2259.63     
  33.10        1400.0          2259.59     
  33.20        1400.0          2259.56     
  33.30        1400.0          2259.53     
  33.40        1400.0          2259.50     
  33.50        1400.0          2259.46     
  33.60        1400.0          2259.43     
  33.70        1400.0          2259.40     
  33.80        1400.0          2259.37     
  33.90        1400.0          2259.33     
  34.00        1400.0          2259.30     
  34.10        1400.0          2259.27     
  34.20        1400.0          2259.24     
  34.30        1400.0          2259.21     
  34.40        1400.0          2259.18     
  34.50        1400.0          2259.14     
  34.60        1400.0          2259.11     
  34.70        1400.0          2259.08     
  34.80        1400.0          2259.05     
  34.90        1400.0          2259.02     
  35.00        1400.0          2258.99     
  35.10        1400.0          2258.96     
  35.20        1400.0          2258.92     
  35.30        1400.0          2258.89     
  35.40        1400.0          2258.86     
  35.50        1400.0          2258.83     
  35.60        1400.0          2258.80     
  35.70        1400.0          2258.77     
  35.80        1400.0          2258.74     
  35.90        1400.0          2258.71     
  36.00        1400.0          2258.68     
  36.10        1400.0          2258.65     
  36.20        1400.0          2258.62     
  36.30        1400.0          2258.59     
  36.40        1400.0          2258.56     
  36.50        1400.0          2258.53     
  36.60        1400.0          2258.50     
  36.70        1400.0          2258.47     
  36.80        1400.0          2258.44     
  36.90        1400.0          2258.41     
  37.00        1400.0          2258.38     
  37.10        1400.0          2258.35     
  37.20        1400.0          2258.32     
  37.30        1400.0          2258.29     
  37.40        1400.0          2258.26     
  37.50        1400.0          2258.23     
  37.60        1400.0          2258.20     
  37.70        1400.0          2258.17     
  37.80        1400.0          2258.14     
  37.90        1400.0          2258.11     
  38.00        1400.0          2258.08     
